ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,trans_depth,method,host,uri,referrer,version,user_agent,origin,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,tags,username,password,proxied,orig_fuids,orig_filenames,orig_mime_types,resp_fuids,resp_filenames,resp_mime_types,label,binary_label
2026-05-16 14:26:19.595268011,CuT1FNeMAW9NJakQl,172.30.0.128,57210,172.30.0.40,80,tcp,http,0 days 00:00:55.705007,332.0,1152.0,S1,T,T,0.0,ShADadW,13.0,1016.0,13.0,1836.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:26:19.595388889,CuT1FNeMAW9NJakQl,172.30.0.128,57210,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,976.0,200.0,OK,,,(empty),,,,,,,FyfFVs4lhlTkzFWhR8,,text/plain,slowread,1
2026-05-16 14:26:19.595489979,C7am8O3EKpjtLyQ1gd,172.30.0.40,55042,172.30.0.30,8080,tcp,http,0 days 00:00:55.704786,376.0,156566.0,S1,T,T,0.0,ShADadtW,32.0,2072.0,39.0,160050.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:26:19.595591068,C7am8O3EKpjtLyQ1gd,172.30.0.40,55042,172.30.0.30,8080,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,156258.0,200.0,OK,,,(empty),,,,,,,FWELWb1CtBDaltvmmc,,text/plain,normal,0
2026-05-16 14:26:19.928961992,CHhRbr2jHQ2WxqAqjd,172.30.0.128,57218,172.30.0.40,80,tcp,http,0 days 00:00:55.371343,332.0,1152.0,S1,T,T,0.0,ShADadW,12.0,964.0,12.0,1784.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:26:19.929078102,CHhRbr2jHQ2WxqAqjd,172.30.0.128,57218,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,975.0,200.0,OK,,,(empty),,,,,,,FD5iUo1ofLsY1Znfyi,,text/plain,slowread,1
2026-05-16 14:26:19.929179907,CwjFcr3kq6Hgoj4jNl,172.30.0.40,55054,172.30.0.30,8080,tcp,http,0 days 00:00:55.371109,376.0,156566.0,S1,T,T,0.0,ShADadtW,32.0,2072.0,39.0,160050.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:26:19.929275990,CwjFcr3kq6Hgoj4jNl,172.30.0.40,55054,172.30.0.30,8080,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,156258.0,200.0,OK,,,(empty),,,,,,,FcX0Wk2eAJ5YnIvXH2,,text/plain,normal,0
2026-05-16 14:26:20.262648106,CfvOKn11JEs7EzZi45,172.30.0.128,57232,172.30.0.40,80,tcp,http,0 days 00:00:55.037628,332.0,1152.0,S1,T,T,0.0,ShADadW,12.0,964.0,12.0,1784.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:26:20.262811899,CfvOKn11JEs7EzZi45,172.30.0.128,57232,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,976.0,200.0,OK,,,(empty),,,,,,,FD9nRpg8j9PCJILl6,,text/plain,slowread,1
2026-05-16 14:26:20.263504028,CKUUQN2hICw32xxzO3,172.30.0.40,55062,172.30.0.30,8080,tcp,http,0 days 00:00:55.036766,376.0,157342.0,S1,T,T,0.0,ShADadWt,32.0,2060.0,37.0,159754.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:26:20.263621092,CKUUQN2hICw32xxzO3,172.30.0.40,55062,172.30.0.30,8080,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,157034.0,200.0,OK,,,(empty),,,,,,,FZ54xo29kYnddRbnP7,,text/plain,normal,0
2026-05-16 14:26:20.596399069,CdvjOjbyyNR7Zvjse,172.30.0.128,57242,172.30.0.40,80,tcp,http,0 days 00:00:54.703895,332.0,1152.0,S1,T,T,0.0,ShADadW,12.0,964.0,12.0,1784.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:26:20.596532106,CdvjOjbyyNR7Zvjse,172.30.0.128,57242,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,975.0,200.0,OK,,,(empty),,,,,,,FpHbys2JSjISHIQbad,,text/plain,slowread,1
2026-05-16 14:26:20.596679926,CkDSUN2kOc1Us0P6H4,172.30.0.40,55070,172.30.0.30,8080,tcp,http,0 days 00:00:54.703594,376.0,156566.0,S1,T,T,0.0,ShADadtW,32.0,2072.0,39.0,160050.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:26:20.596787930,CkDSUN2kOc1Us0P6H4,172.30.0.40,55070,172.30.0.30,8080,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,156258.0,200.0,OK,,,(empty),,,,,,,FsX2Q94L2gtxmHNMJc,,text/plain,normal,0
2026-05-16 14:26:20.930088043,CYRQ0N2RFNmYdR6qQj,172.30.0.128,57250,172.30.0.40,80,tcp,http,0 days 00:00:54.370212,332.0,1152.0,S1,T,T,0.0,ShADadW,13.0,1016.0,13.0,1836.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:26:20.930188894,CYRQ0N2RFNmYdR6qQj,172.30.0.128,57250,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,976.0,200.0,OK,,,(empty),,,,,,,FuhjCl21W8cx3nNzi7,,text/plain,slowread,1
2026-05-16 14:26:20.930319071,Cgr4O547dBrTzRw4P9,172.30.0.40,55076,172.30.0.30,8080,tcp,http,0 days 00:00:56.417906,376.0,156700.0,S1,T,T,0.0,ShADadtW,32.0,2060.0,40.0,159916.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:26:20.930428028,Cgr4O547dBrTzRw4P9,172.30.0.40,55076,172.30.0.30,8080,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,156392.0,200.0,OK,,,(empty),,,,,,,FUzAss1TnjAcrxAc5b,,text/plain,normal,0
2026-05-16 14:26:21.263777017,CVZFvT2CjbdApk9OYd,172.30.0.128,57252,172.30.0.40,80,tcp,http,0 days 00:00:56.084481,332.0,1152.0,S1,T,T,0.0,ShADadW,13.0,1016.0,13.0,1836.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:26:21.263936995,CVZFvT2CjbdApk9OYd,172.30.0.128,57252,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,975.0,200.0,OK,,,(empty),,,,,,,FtsYbNDz028uMCJLl,,text/plain,slowread,1
2026-05-16 14:26:21.264075993,CENyTd4qKwUx1vyt79,172.30.0.40,55078,172.30.0.30,8080,tcp,http,0 days 00:00:56.084174,376.0,156694.0,S1,T,T,0.0,ShADadtW,30.0,1956.0,38.0,159806.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:26:21.264208078,CENyTd4qKwUx1vyt79,172.30.0.40,55078,172.30.0.30,8080,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,156386.0,200.0,OK,,,(empty),,,,,,,FwqjQV3LRu8saNTAU2,,text/plain,normal,0
2026-05-16 14:26:21.596298933,CQkbu13cQGkibjXTU6,172.30.0.128,57258,172.30.0.40,80,tcp,http,0 days 00:00:55.751957,332.0,1152.0,S1,T,T,0.0,ShADadW,13.0,1016.0,13.0,1836.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:26:21.596412897,CQkbu13cQGkibjXTU6,172.30.0.128,57258,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,976.0,200.0,OK,,,(empty),,,,,,,FwkbFr1UddpybIwEFg,,text/plain,slowread,1
2026-05-16 14:26:21.596561909,CfJL7a44GwQWGyrzth,172.30.0.40,55082,172.30.0.30,8080,tcp,http,0 days 00:00:55.751678,376.0,156566.0,S1,T,T,0.0,ShADadtW,32.0,2072.0,39.0,160050.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:26:21.596683979,CfJL7a44GwQWGyrzth,172.30.0.40,55082,172.30.0.30,8080,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,156258.0,200.0,OK,,,(empty),,,,,,,FD3QPF2Mg2AECEBMc5,,text/plain,normal,0
2026-05-16 14:26:21.929965019,CrkIjj1xJlcoILtBrc,172.30.0.128,57270,172.30.0.40,80,tcp,http,0 days 00:00:55.418283,332.0,1152.0,S1,T,T,0.0,ShADadW,13.0,1016.0,13.0,1836.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:26:21.930068970,CrkIjj1xJlcoILtBrc,172.30.0.128,57270,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,976.0,200.0,OK,,,(empty),,,,,,,Fz8HnB2Lmry2RTYJf8,,text/plain,slowread,1
2026-05-16 14:26:21.930195093,CRCNLc4a5EdXq9bSo6,172.30.0.40,55086,172.30.0.30,8080,tcp,http,0 days 00:00:28.284331,376.0,156694.0,S1,T,T,0.0,ShADadtW,29.0,1904.0,37.0,159754.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:26:21.930330992,CRCNLc4a5EdXq9bSo6,172.30.0.40,55086,172.30.0.30,8080,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,156386.0,200.0,OK,,,(empty),,,,,,,FBl8qb13czUsZ6EIAj,,text/plain,normal,0
2026-05-16 14:26:22.263669967,C2Tp3e8hhe8u9Chtj,172.30.0.128,57282,172.30.0.40,80,tcp,http,0 days 00:00:55.084587,332.0,1152.0,S1,T,T,0.0,ShADadW,13.0,1016.0,13.0,1836.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:26:22.263845920,C2Tp3e8hhe8u9Chtj,172.30.0.128,57282,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,976.0,200.0,OK,,,(empty),,,,,,,Fwhq6o3nAaYlYBvBZa,,text/plain,slowread,1
2026-05-16 14:26:22.263993025,C6WOHV1LSSw1EwaYf1,172.30.0.40,55092,172.30.0.30,8080,tcp,http,0 days 00:00:55.084239,376.0,156566.0,S1,T,T,0.0,ShADadtW,32.0,2072.0,39.0,160050.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:26:22.264136076,C6WOHV1LSSw1EwaYf1,172.30.0.40,55092,172.30.0.30,8080,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,156258.0,200.0,OK,,,(empty),,,,,,,Fh8iJ14V3jEvtKzrJl,,text/plain,normal,0
2026-05-16 14:26:22.600188017,ClB8oJ2C2kABzdrTOg,172.30.0.128,57294,172.30.0.40,80,tcp,http,0 days 00:00:54.748055,332.0,1152.0,S1,T,T,0.0,ShADadW,13.0,1016.0,13.0,1836.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:26:22.600325108,ClB8oJ2C2kABzdrTOg,172.30.0.128,57294,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,976.0,200.0,OK,,,(empty),,,,,,,FeEixhP2khkFsYWPd,,text/plain,slowread,1
2026-05-16 14:26:22.600466967,C4YziN3hwcfwFPoF4,172.30.0.40,55100,172.30.0.30,8080,tcp,http,0 days 00:00:27.614077,376.0,126132.0,S1,T,T,0.0,ShADadtW,29.0,1904.0,36.0,128868.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:26:22.600578070,C4YziN3hwcfwFPoF4,172.30.0.40,55100,172.30.0.30,8080,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,125848.0,200.0,OK,,,(empty),,,,,,,F8ZUUU4Cp6QPWfCN,,text/plain,normal,0
2026-05-16 14:26:22.933855057,CQiAI11JKFyIdskh9j,172.30.0.128,57310,172.30.0.40,80,tcp,http,0 days 00:00:54.414383,332.0,1152.0,S1,T,T,0.0,ShADadW,12.0,964.0,12.0,1784.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:26:22.933969975,CQiAI11JKFyIdskh9j,172.30.0.128,57310,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,975.0,200.0,OK,,,(empty),,,,,,,FSiX6Y1JIHgtt9uQM9,,text/plain,slowread,1
2026-05-16 14:26:22.934102058,CnYQtu32FvJ7nmwWZb,172.30.0.40,55102,172.30.0.30,8080,tcp,http,0 days 00:00:27.536668,376.0,156526.0,S1,T,T,0.0,ShADadtW,33.0,2168.0,40.0,187086.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:26:22.934222937,CnYQtu32FvJ7nmwWZb,172.30.0.40,55102,172.30.0.30,8080,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,156218.0,200.0,OK,,,(empty),,,,,,,FebNlh4Cvdo9G6jT2c,,text/plain,normal,0
2026-05-16 14:26:23.267498970,CyDzbc2XICQImBwzN8,172.30.0.128,57318,172.30.0.40,80,tcp,http,0 days 00:00:54.080756,332.0,1152.0,S1,T,T,0.0,ShADadW,12.0,964.0,12.0,1784.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:26:23.267618895,CyDzbc2XICQImBwzN8,172.30.0.128,57318,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,976.0,200.0,OK,,,(empty),,,,,,,FFLGLh2PqS14QXR0w7,,text/plain,slowread,1
2026-05-16 14:26:23.267703056,ClULUG2GLua48v1yPl,172.30.0.40,55110,172.30.0.30,8080,tcp,http,0 days 00:00:27.714888,376.0,292558.0,S1,T,T,0.0,ShADadtW,33.0,2124.0,49.0,297434.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:26:23.267812014,ClULUG2GLua48v1yPl,172.30.0.40,55110,172.30.0.30,8080,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,TESTING_PURPOSES_ONLY,1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0.0,292146.0,200.0,OK,,,(empty),,,,,,,F17h2n293v4XHwpNyl,,text/plain,normal,0
